name,num,units,fall,spring,prereqs,coreqs
Requirements Analysis,96789,12,1,0,[],[]
Special Topics:,60387,9,0,0,[],[]
Independent Study,95907,1,1,1,[],[]
Intermediate Microeconomics,73230,9,1,1,"[[21120], [73100]]","[[21256], [21259]]"
Major Studio (Oboe),57711,9,1,1,[],[]
Major Studio (Flute),57710,9,1,1,[],[]
Major Studio (Bassoon),57713,9,1,1,[],[]
Major Studio (Clarinet),57712,9,1,1,[],[]
Major Studio (Horn),57715,9,1,1,[],[]
Major Studio (Saxophone),57714,9,1,1,[],[]
Major Studio (Trombone),57717,9,1,1,[],[]
Major Studio (Trumpet),57716,9,1,1,[],[]
Major Studio (Tuba),57719,9,1,1,[],[]
Vibrations,12757,12,0,1,[],[]
Finite Elements in Mechanics I,12755,12,1,0,[],[]
Infrastructure Management,12750,12,0,1,[],[]
Introduction to Chemical Engineering,6100,12,1,1,[],"[[9105], [21120]]"
Introduction to Biomedical Imaging and Image Analysis,42431,12,1,0,"[[18290], [42202]]",[]
Japanese Literature in Translation,82278,9,1,1,[],[]
Practicum,10935,3,1,1,[],[]
Dissertation Research,10930,5,1,1,[],[]
Intermediate Japanese I,82271,12,1,0,[[217]],[]
Intermediate Japanese II,82272,12,0,1,[[227]],[]
Introduction to Japanese Language and Culture,82273,9,1,1,"[[82171], [82172], [82271], [82272], [82371], [82372]]",[]
Independent Study,16995,0,1,1,[],[]
Reading and Research in Robotics,16997,0,1,1,[],[]
Practicum,16990,1,1,1,[],[]
Practicum,16991,3,1,0,[],[]
Bassoon Studio Performance Class,57023,0,1,1,[],[]
Clarinet Studio Performance Class,57022,0,1,1,[],[]
Undergraduate Research,9445,3,1,1,[],[]
Flute Studio Performance Class,57020,0,1,1,[],[]
Sports Officiating,69145,3,1,0,[],[]
Diamond Sports,69144,3,0,1,[],[]
Field Theory I,33770,12,1,0,[],[]
Muslims in a Global Context: Central Asia:,99338,3,0,1,[],[]
Grad Costume Management,54826,3,1,0,[],[]
Applied Cell and Molecular Biology,3709,12,1,0,[],[]
Piano Pedagogy IV,57276,6,0,1,[[727]],[]
MS Thesis Research,3700,6,1,1,[],[]
2D Media Studio: Imaging,60160,10,0,1,[[15]],[]
Student Taught Courses (StuCo): Competitive Computer Security,98212,3,1,0,[],[]
Special Topics: Japanese,82572,3,0,0,[],[]
Analytic Philosophy,80254,9,0,1,[],[]
Independent Study Lighting Design,54604,2,1,1,[],[]
Specialty Draping,54825,4,1,0,[],[]
Perception,85370,9,1,0,[],[]
Modern Philosophy,80251,9,0,1,[],[]
Special Topic: Foundations of Cyber-Physical Systems,15424,12,1,0,"[[15122], [15251], [21122]]",[]
Applied Economic Analysis,90710,12,1,1,[],[]
Practicum II,93888,1,0,1,[],[]
Hume,80258,9,1,0,[],[]
Topic in Data Analysis,36618,12,0,1,[],[]
Advanced NLP Seminar,11713,6,1,0,[],[]
Lab in NLP,11712,6,0,1,[],[]
Algorithms for NLP,11711,12,1,0,[],[]
Artificial Intelligence and Machine Learning for Engineering Design,24787,12,1,1,[],[]
Graduate Seminar on Dialog Processing,11716,6,1,0,[],[]
Independent Study,90937,1,1,1,[],[]
Tools for NLP,11714,6,1,0,[],[]
Information Security and Privacy,15421,12,1,0,"[[15122], [15211]]",[]
Computational Models of Discourse Analysis,11719,12,0,1,[],[]
Independent Study in Public Performance,57626,3,1,1,[],[]
Harmony II,57153,9,0,1,"[[57149], [57152]]",[]
Harmony I,57152,9,1,0,[],[]
Counterpoint in Theory and Application,57151,6,1,0,"[[57149], [57150], [57153]]",[]
Basic Harmony II,57150,9,0,1,[[714]],[]
Graph Theory,21484,9,0,1,"[[15251, 21241], [15251, 21242], [21228, 21241], [21228, 21242]]",[]
Professional Communication Skills in Chemistry,9204,3,0,1,[[922]],[]
Directing: Production IV,54458,10,0,1,[],[]
Undergraduate Seminar I,9201,1,1,0,[],[]
Computational Engineering Project II,24782,0,0,1,[],[]
Special Topics in Signal Processing: Advance Speech Lab:,96839,12,0,0,[],[]
Undergraduate Seminar II: Safety and Environmental Issues for Chemists,9202,1,0,1,[],[]
Perspective,48355,9,1,0,"[[48130], [48135]]",[]
Fundamentals of Biotechnology,2652,12,1,0,[],[]
New Technologies and Future Markets,2651,12,1,0,[],[]
Color Drawing,48356,9,0,1,"[[48130], [48135]]",[]
Kitchen Chemistry Sessions,9209,3,1,0,"[[9217], [9219]]",[]
Postwar Modern Architecture and Theory,48350,9,0,1,[[824]],[]
Production Data Manipulation,54455,6,1,0,[],[]
Biotechnology Enterprise Development,2654,12,1,0,[],[]
Topics in Research,3412,1,0,1,[],[]
Special Topics in Biology:,3410,4.5,0,0,[],[]
Topics in Research,3411,1,1,0,[],[]
Partial Differential Equations and Fourier Analysis,21372,9,0,1,"[[21259, 21260], [21260, 21268], [21260, 21269]]",[]
Algebraic Structures,21373,9,1,1,"[[21127, 21241], [21127, 21242]]",[]
Discrete Time Finance,21370,9,1,0,"[[21256, 21270], [21256, 70492], [21259, 21270], [21259, 70492], [21268, 21270], [21268, 70492], [21269, 21270], [21269, 70492]]","[[21325], [36217], [36225], [70207]]"
Air Quality Engineering,12751,12,1,0,[],[]
Seminar for Academic Counseling,99252,4.5,0,1,[],[]
Field Theory,21374,9,0,1,[[137]],[]
Seminar for Supplemental Instruction,99251,4.5,0,1,[],[]
"Privacy, Policy, Law and Technology",8533,9,1,0,[],[]
Manipulation Algorithms,16843,12,1,0,[],[]
Graduate Production Management Workshop I,54859,3,1,0,[],[]
Graduate Directing: Directors' Series Second Year,54858,10,0,1,[],[]
Graduate Directing: Directors' Series Second Year,54857,10,1,0,[],[]
Usable Privacy Security,8534,9,0,1,[],[]
Management Game,70401,12,1,1,"[[70121, 70371, 70381, 70391], [70122, 70371, 70381, 70391]]",[]
Matter and Interactions II,33132,12,0,1,"[[21120], [33131]]",[[112]]
Matter and Interaction I,33131,12,1,0,[],[[112]]
LEED Buildings and Green Design Concepts,48795,6,1,0,[],[]
Heat and Mass Transfer,6323,9,1,0,"[[6261, 6262], [6261, 21260]]",[]
Junior Chemical Engineering Seminar,6322,2,1,0,[],[]
Chemical Engineering Thermodynamics,6321,9,1,0,[[622]],[]
Graduate Stage Management: History of Management,54760,6,0,1,[],[]
Independent Study in Business Communications,70507,3,1,1,[],[]
Independent Study Management Information Systems,70506,3,1,1,[],[]
Independent Study in Finance,70505,3,1,1,[],[]
Independent Study in Organizational Behavior,70504,3,1,1,[],[]
Study Abroad,70051,0,0,1,[],[]
Study Abroad,70050,0,1,0,[],[]
Honor Thesis II,70501,3,0,1,[],[]
Honors Thesis I,70500,3,1,0,[],[]
Introduction to Accounting,70122,9,1,1,[],[]
Evidence-Based Management,94814,6,1,0,[],[]
"Telecommunications, Technology Policy & Management",18482,12,0,1,[[310]],[]
Entrepreneurship and Innovation in Technology,18601,12,1,1,[],[]
Interactive Art and Computational Design,62726,10,0,1,[],[]
Introduction to Computer & Network Security & Applied Cryptography,18487,12,1,0,"[[15214], [18213]]",[]
Production Management Workshop,54456,3,0,1,[],[]
Graduate Research Seminar,48790,6,1,0,[],[]
Study Abroad,24050,0,1,0,[],[]
Study Abroad,24051,0,0,1,[],[]
Architecture Design Studio: Thesis II,48519,18,0,1,[],[]
Marketing Research,46832,6,0,1,[],[]
Product & Brand Management,46833,6,0,1,[],[]
Business Fundamentals,46830,6,1,0,[],[]
Entrepreneurship Process Fundamentals,46831,6,1,0,[],[]
New Product Management,45833,6,0,1,[],[]
Brand Strategy,45832,6,1,0,[],[]
Pricing Strategy,45831,6,0,1,[],[]
Marketing Research,45830,6,0,1,[],[]
Consumer Behavior,45836,6,0,1,[],[]
architecture design studio: speculative studio,48515,18,0,1,[],[]
Business to Business Marketing,45834,6,1,1,[],[]
Statistical Immigration,36699,3,1,0,[],[]
Independent Study,36695,0,1,1,[],[]
Data Matching Methods and thier Uses,36691,6,1,0,[],[]
Study Abroad,36051,0,0,1,[],[]
Study Abroad,36050,0,1,0,[],[]
Introduction to Software Engineering,96821,12,1,0,[],[]
Graduate Directing: Future Stages III,54922,9,0,1,[],[]
Teaching Practicum,85794,9,1,1,[],[]
Applications of Cognitive Science,85795,9,0,1,[],[]
Human Expertise,85792,9,1,0,[],[]
Graduate Technical Direction IV,54926,6,0,1,[],[]
Human Memory,85790,9,1,0,[],[]
Woodwind Methods,57862,3,0,1,[],[]
Computer Networks,15744,12,0,1,[],[]
Optimizing Compilers for Modern Architectures,15745,12,0,1,[],[]
Advanced Storage Systems,15746,12,0,1,[],[]
Ph.D. Thesis Research,2900,1,1,1,[],[]
Computer Architecture,15740,12,1,0,[],[]
Graduate Advanced Fabrication,54705,6,1,1,[],[]
Applied Internship,54704,8,0,1,[],[]
Theatre Lab I,54709,9,1,0,[],[]
Design of Integrated Embedded Systems,18667,12,1,0,[],[]
Numerical Methods for Engineering Design and Optimization,18660,12,1,0,[],[]
Engineering Distributed Systems,15749,12,0,1,[],[]
Commercialization and Innovation: Workshop,45907,6,1,0,[],[]
Special Topics in Mathematical Physics: Group Theory with Physics Applications,33791,12,0,0,[],[]
"Electronic and Thermal Properties of Metals, Semiconductors and Related Devices",27432,9,1,0,[],[]
Graduate Seminar in Quantum Computation and Information:,33795,2,1,1,[],[]
Colloquium,33794,1,1,1,[],[]
Capstone Management Project I,93889,3,1,0,[],[]
Modern Regression,36401,9,1,0,"[[21240, 36226], [21240, 36310], [21240, 36625], [21241, 36226], [21241, 36310], [21241, 36625]]",[]
Proof Theory,80411,9,0,1,"[[21300], [80310], [80311]]",[]
Designing and Leading a Business CAP-S,45909,12,0,1,[],[]
Marketing for Entrepreneurship,45908,6,0,1,[],[]
Socialism in 20th Century Eastern Europe,79203,9,0,1,[],[]
Health Care Geographical Information Systems,90834,12,0,1,[],[]
Internship,80900,9,0,1,[],[]
"Interdisciplinary Studies in Listening, Culture, and Technology",57843,9,1,0,[],[]
Messiaen and His Contemporaries,57845,9,0,1,[],[]
Survey of Forms: Nonfiction,76262,9,1,0,[[610]],[]
Electronic and Computer Music,57847,6,1,1,[],[]
Bach,57846,9,0,1,[],[]
Beginning Soccer,69141,3,0,1,[],[]
Structure and Design of Digital Systems,18240,12,1,1,[[810]],[[112]]
Quality Management and Productivity,70474,9,0,1,[],[]
Make-Up for Designers,54230,6,0,1,[],[]
Supply Chain Management,70471,9,1,1,[[37]],[]
Squash,69140,3,1,1,[],[]
Introduction to Supply Chain Management and Systems,94810,6,1,1,[],[]
Oboe Studio Performance Class,57021,0,1,1,[],[]
Survey of Forms: Poetry,76265,9,1,1,[[610]],[]
Advanced Seminar in Film and Media Studies:,76439,9,1,0,[],[]
Art and Biology,60358,9,0,1,[],[]
Seminar in Electricity Market Restructing,47881,6,1,0,[],[]
Ethics and Policy Issues in Computing,8200,9,0,1,[],[]
Engineering Graphics,24201,9,0,1,[],[]
Machine Shop Practice,24200,1,1,1,[],[]
Introduction to Computer Aided Design,24202,1,1,1,[],[]
Practicum in Civil and Environmental Engineering,12995,1,1,1,[],[]
Secondary Studio,57908,3,0,1,[],[]
Team Handball,69146,3,1,0,[],[]
Budget Management Control System,90737,12,1,0,[],[]
Microbiology,3391,9,0,1,"[[3231], [3232]]",[]
Molecular and Cellular Immunology,3390,9,1,1,"[[3231, 3240], [3232, 3240]]",[]
SP Topics: Invention & Innovation for Materials Intensive Technologies Part 1,27501,4.5,1,0,[],[]
Microbiology Laboratory,3392,6,0,1,[],[[339]]
Playwriting II,54792,15,0,1,[],[]
Found Performance: Theater from Found Materials,54584,6,0,1,[],[]
Study Abroad,62050,0,1,0,[],[]
Study Abroad,62051,0,0,1,[],[]
Information Networking Industry Practicum,14727,36,1,1,[],[]
Leadership Dynamics and Application,30201,5,1,0,[],[]
Applications in Leadership and Combat Power,30202,5,0,1,[],[]
Detailing Architecture,48328,9,0,1,[],[]
Special Topics: Writing and Arguing Cases,76727,9,0,0,[],[]
Organizational Communication,76720,9,1,0,[],[]
Study Abroad,76051,0,0,1,[],[]
Study Abroad,76050,0,1,1,[],[]
Independent Study: Graphic Communications Management,70650,3,1,1,[],[]
Bagpipe and Drum Band,57900,3,1,1,[],[]
Directed Research,96826,12,0,1,[],[]
Advanced Stochastic Analysis and Applications I,47774,6,1,0,[],[]
Advanced Stochastic Analysis and Applications II,47775,6,1,0,[],[]
Consortium Study,90699,1,1,0,[],[]
Parallel Computer Architecture and Programming,15418,12,0,1,[[521]],[]
Bug Catching: Automated Program Verification and Testing,15414,9,0,1,"[[15122, 15251], [15211, 15251]]",[]
Database Applications,15415,12,0,1,"[[15211, 15213], [15210]]",[]
HOT Compilation,15417,12,0,1,"[[15312], [15317]]",[]
Operating System Design and Implementation,15410,12,1,1,[[521]],[]
Compiler Design,15411,12,1,0,"[[15213], [15312]]",[]
Operating System Practicum,15412,9,1,0,[[541]],[]
Software Engineering Practicum,15413,12,0,1,[[531]],[]
Foundations of Software Engineering I,96700,24,1,0,[],[]
Rapid Prototyping of Computer Systems,5540,12,0,1,[],[]
Independent Study in Entrepreneurship,70509,3,1,1,[],[]
INI Project/Thesis Research,14700,0,1,1,[],[]
"Comparative Study of Nationalism Case Studies: USA, Arabia, South Africa",79279,9,0,1,[],[]
"Iberian Encounters: Muslims, Christians and Jews in Spain",79272,9,0,1,[],[]
Russian Studies Topics:,79271,6,1,0,[],[]
Introduction to Global Studies,79275,9,0,1,[],[]
Social Brains: Neural Bases of Social Perception and Cognition,88355,9,0,1,[],[]
"Comparative Foreign Policy: China, Russia, and the US",88357,9,1,0,[],[]
Crosscultural Psychology,85375,9,1,0,"[[85100], [85102], [85198], [85211], [85219], [85221], [85241], [85251], [85261]]",[]
Globalization,88359,9,1,0,[],[]
Designing Human Centered Software,5891,12,0,1,[],[]
Nietzsche,80257,9,0,1,[],[]
Analytics and Business Intelligence,95852,6,0,1,[],[]
StuCo: How to be Happy (and other Life Lessons),98168,3,0,1,[],[]
Special Topics:,5898,9,1,0,[],[]
Special Topics in HCI:,5899,12,1,0,[],[]
Hot Scientific Psychology Issues in the Popular Press                 s,85116,9,1,0,[],[]
Derivative Securities,70497,9,1,1,[[39]],[]
Interaction Design for the Web,67315,9,0,1,[],[]
Scenic Design Studio: Digital Drawing,54383,4,1,0,[],[]
Senior Design Lab,51401,12,1,0,[],[]
Great Theoretical Ideas in Computer Science,15251,12,1,1,"[[15112, 15151], [15112, 21127]]",[]
Senior Project II,51406,12,0,1,[],[]
Senior Project I,51404,12,0,1,[],[]
Intermediate French II,82202,9,1,1,"[[82201], [82203]]",[]
Organizations Theory,90917,12,1,0,[],[]
Internal Combustion Engines,24421,12,1,0,"[[24221], [24231]]",[[432]]
Independent Study,95931,1,1,1,[],[]
Investment  Analysis,70492,9,1,1,"[[21370], [70391]]",[]
Combustion and Air Pollution Control,24425,9,0,1,[],[]
Energy and the Environment,24424,9,1,0,[],[]
Study Aboard Upper Level Economics Elective,73403,9,1,1,[],[]
Study Aboard Upper Level Economics Elective,73402,9,1,1,[],[]
Morality Play: Laboratory for Interactive Media & Values Education,51391,9,0,1,[],[]
Measurement & Analysis Social Media Initiatives,94823,12,1,1,[],[]
Engineering and Economics of Electric Energy Systems,19739,12,0,1,[],[]
Study Aboard Upper Level Economics Elective,73404,9,1,1,[],[]
Demography,90912,12,0,1,[],[]
Junior Independent Study,51399,3,1,1,[],[]
Law and Economics:,73408,9,0,1,"[[21120, 21256, 73100, 73230], [21120, 21259, 73100, 73230]]",[]
Navigation,32212,9,0,1,[],[]
?Us versus Them?: The Psychology of Group Processes and Intergroup Relations,88775,12,0,1,[],[]
Special Topics: CEE Honors Writing,12616,9,0,0,[],[]
Chemical and Reactive Systems,6625,12,1,0,[],[]
Mathmatical Modeling of Chemical Engineering Processes,6623,12,1,0,[],[]
Global Atmospheric Chemistry: Fundamentals and Data Analysis Methods,6620,9,0,1,"[[6262], [9105]]",[]
Special Topic: Intl Collaborative Construction Mgmt:,12610,9,0,0,[],[]
How People Work,51241,9,1,0,[],[]
Prototyping,51243,4.5,1,0,[],[[121]]
How Things Work: Mechanics and Electronics,51242,9,0,1,[[121]],[]
Graduate Design Studio II,51712,12,0,1,[],[]
Graduate Design Studio I,51711,12,1,0,[],[]
Advanced Topics in Discrete Mathematics:,21801,12,0,1,[],[]
Behavioral Decision Making,88302,9,1,0,"[[36201], [36207], [36211], [36217], [36220], [36225], [36247], [70207]]",[]
Production Symposium I,54160,6,0,1,[[415]],[]
Design Practicum,51718,3,1,1,[],[]
Heat Transfer in Biology and Medicine,24735,6,1,0,[],[]
Business Communications,95805,6,1,0,[],[]
Model Theory III,21803,12,0,1,[],[]
Conductive Heat Transfer,24731,6,1,0,[],[]
Advanced Heat Transfer,24730,12,1,0,[],[]
CIT Internship,39120,0,1,1,[],[]
Non-Profit Advocacy::,76796,9,1,0,[],[]
IT Project Management,95808,6,1,1,[],[]
Special Topics: Seminar in Climate & Energy Decision Making Under Uncertainty,19883,3,1,0,[],[]
Special Topics: Seminar in Low-Carbon Electric Power,19882,6,0,0,[],[]
Seminar in Electricity Market Restructuring,19881,6,1,0,[],[]
Research Outside the Book,76868,12,1,0,[],[]
Special Topics: Telecom Management Policy Research,19885,3,1,0,[],[]
Document Design,76791,12,1,1,[],[]
Russian  History: From Communism to Capitalism,79266,9,0,1,[],[]
"Special Topics: Soft Robots: Mechanics, Design and Modeling",24673,12,0,0,[],[]
Rhetorical Grammar,76389,9,0,1,[[610]],[]
Independent Study in Theater Composition,57624,3,1,1,[],[]
MS-RT Year 1 Program Fundamentals of Robotics IV,16613,12,0,1,[],[]
MS-RT Year One Program Fundamentals of Robotics III,16612,12,0,1,[],[]
MS-RT Year One Program fundamentals of Robotics II,16611,12,1,0,[],[]
MS-RT Year One Program Fundamentals of Robotics I,16610,12,1,0,[],[]
An Aesthetics of Hip Hop Seminar,60370,9,0,1,[],[]
MS-RT Supervised Studies in Robotics,16615,1,1,1,[],[]
MS-RT Extended Project Course Sequence,16614,0,1,1,[],[]
Major Studio (Organ),57702,9,1,1,[],[]
Natural Language Processing,11411,12,0,1,[[512]],[]
Major Studio (Voice),57700,9,1,1,[],[]
Major Studio (Piano),57701,9,1,1,[],[]
Major Studio (Viola),57706,9,1,1,[],[]
Major Studio (Cello),57707,9,1,1,[],[]
Major Studio (Violin),57705,9,1,1,[],[]
Independent Study in Eurhythmics,57621,3,1,1,[],[]
Major Studio (Double Bass),57708,9,1,1,[],[]
Major Studio (Guitar),57709,9,1,1,[],[]
Lighting Design Skills,54367,2,1,0,[],[]
Independent Study in Solfege,57620,3,1,1,[],[]
Physics of Stage Machinery,54366,9,1,0,[],[]
Independent Study in Diction,57623,3,1,1,[],[]
Introduction to Feedback Control Systems,16299,12,0,1,"[[15122], [21122]]",[]
Intermediate French I,82201,9,1,1,"[[82102], [82104]]",[]
Independent Study,10940,1,1,0,[],[]
Independent Study for Competitions,57622,3,1,1,[],[]
Introduction to Materials Selection,27357,6,0,1,[],[]
Master's Project,48703,18,0,1,[],[]
Water Fitness,69159,2,1,1,[],[]
Computational Molecular Biology and Genomics,3711,12,1,0,"[[3121], [15122]]",[]
Bioinformatics Data Integration Practicum,3713,6,0,1,[],[]
Computational Methods for Biological Modeling and Simulation,3712,12,1,0,"[[3121], [15122]]",[]
Masters Degree Research,21901,0,1,1,[],[]
Reading and Research,21900,0,1,1,[],[]
Major Studio (Percussion),57520,9,1,1,[],[]
Doctoral Thesis Research,21902,0,1,1,[],[]
First Aid/CPR,69156,3,1,0,[],[]
Swimming Stroke Improvement,69157,3,1,0,[],[]
Capstone Management Project II,93890,9,0,1,[],[]
Cardio Fitness/Sculpt,69155,3,1,1,[],[]
QSSS Prosemimar 2,65412,3,0,1,[],[]
QSSS Prosemimar 1,65411,3,1,0,[],[]
Renaissance Counterpoint,57446,6,1,0,[[715]],[]
Practicum for Software Engineering II,17678,12,1,1,[],[]
Practicum for Software Engineering I,17677,0,1,1,[],[]
Software Development Studio IV,17674,6,1,0,[],[]
Software Development Studio II,17672,12,0,1,[],[]
Software Development Studio I,17671,3,1,0,[],[]
Graduate Architectural Lighting Design,54852,9,0,1,[],[]
Philosophy of Science,80220,9,0,1,[],[]
Abnormal Psychology,85261,9,1,1,[],[]
Cycling Core,69165,3,1,1,[],[]
Revolutions in Science,80226,9,1,0,[],[]
MSIT Practicum,4900,24,1,0,[],[]
Analytical Techniques,57442,9,1,0,[[740]],[]
Production Management Workshop I,54453,3,1,0,[],[]
INI Project-Japan,14709,36,1,1,[],[]
Nano Course,48354,9,1,0,[],[]
Elective Studio (Percussion),57140,3,1,1,[],[]
Elective Studio (Composition),57141,3,1,1,[],[]
Elective Studio (Bagpipes),57142,3,1,1,[],[]
INI Independent Study,14708,0,1,1,[],[]
LTI Colloquium,11700,3,1,1,[],[]
Elective Studio (Alexander Technique II),57145,3,1,1,[],[]
Elective Studio (Electronic and Computer Music),57146,3,1,0,[],[]
PPST: Writing,57631,0,1,1,[],[]
Communication and Marketing,57456,6,0,1,[],[]
Statistical Arbitage,46936,6,1,0,[],[]
Painting for the Theatrical Designer,54450,6,0,1,[],[]
Simulation Methods for Option Pricing,46932,6,0,1,[],[]
Linear Algebra,21341,9,1,1,"[[21241], [21242]]",[]
Thesis Prep,48497,3,0,1,[],[]
Convex Optimization,10725,9,1,0,[],[]
Human Factors in Architecture,48351,9,0,1,[[820]],[]
The Mobile Ecosystem,96822,6,0,1,[],[]
Improvisational Acting,53711,9,1,0,[],[]
Mobile Hardware for SW Engineers,96825,12,1,0,[],[]
Improvisational Acting III,53713,6,0,1,[],[]
History of Theory,48341,9,1,0,[[824]],[]
Undergraduate Colloquium for Seniors,3401,1,1,0,[],[]
Spreadsheet Modeling Analysis,91858,6,1,0,[],[]
Undergraduate Colloquium for Seniors,3402,1,0,1,[],[]
Machining for Non-Machinists,60750,4.5,1,0,[],[]
Jazz Orchestra,57827,3,1,1,[],[]
Research Training: Statistics,36198,9,0,1,[],[]
Architecture Design Studio,48600,18,1,0,[],[]
Flat Patterning for the Costume Artisan,54848,6,1,0,[],[]
Tailoring II,54849,9,0,1,[],[]
Special Topics:,36461,9,1,0,[[640]],[]
Internship,60590,1,1,1,[],[]
Special Topics: Applied Multivariate Methods,36464,9,0,0,[[640]],[]
Science and Science Fiction,33120,9,0,1,[],[]
Graduate Costume Design for Dance,54841,5,1,0,[],[]
Graduate Costume Design for the Classics,54842,5,0,1,[],[]
Introduction to Astronomy,33124,9,1,0,[],[]
Galleries and Auction Houses: Economics of the Art Market,93814,6,1,0,[],[]
Astronomy Lab,33126,3,1,0,[],[]
Graduate 30 Hour OSHA,54847,6,0,1,[],[]
Language in Use,80683,12,0,1,[],[]
Meaning in Language,80681,5,1,0,[],[]
Philosophy of Language,80680,12,0,1,[],[]
Percussion Studio Performance Class,57030,0,1,1,[],[]
Composition Studio Class,57031,0,1,1,[],[]
Television Marketing and Advertsing,93876,6,1,0,[],[]
Introduction to Political Philosophy,80135,9,0,1,[],[]
SDS Freshman Seminar: Human Rights and Global Politics,88111,9,1,0,[],[]
Dramaturgy Capstone Thesis,54585,9,1,0,[],[]
Engineering Biomaterials,42611,12,1,0,[],[]
Introduction to Ethics,80130,9,1,0,[],[]
Venture Capital Finance,45824,6,0,1,[],[]
International Finance,45825,6,0,1,[],[]
Real Estate,45826,6,0,1,[],[]
Private Equity Finance,45827,6,0,1,[],[]
Finance II,45820,6,1,1,[],[]
Applied Asset Management,45821,6,1,0,[],[]
Applied Corporate Finance,45822,6,1,1,[],[]
Options,45823,6,1,0,[],[]
Supervised Reading,33499,1,1,1,[],[]
Special Topics Architecture Design Studio,48508,18,1,0,[],[]
Thesis I,48509,18,1,0,[],[]
Special Topic: Computational Method for the Smart Grid,18473,9,1,0,[],[]
Core Seminar: General Research,66325,12,0,1,[],[]
ISR Ph.D Elective,17706,12,1,1,[],[]
Financial Computing II,46902,6,1,0,[],[]
Influence and Persuasion Online,17704,6,1,0,[],[]
ISR Ph.D Alternative Elective,17705,12,1,1,[],[]
Advanced Color and Cane,62449,3,1,0,[],[]
BXA Freshman Interdisciplinary Seminar,62190,9,1,0,[],[]
Financial Computing III,46903,6,0,1,[],[]
Hot Glass III Open Projects,62447,3,1,1,[[234]],[]
Designing Social Values in Board Games,53622,12,0,1,[],[]
Statistics Departmental Seminar,36996,0,1,1,[],[]
Undergraduate Seminar III,9301,1,1,0,[],[]
Undergraduate Seminar IV,9302,1,0,1,[],[]
Reading and Research,36995,1,1,1,[],[]
Digital Literary and Cultural Studies: Six Degrees of Francis Bacon:,76829,12,1,0,[],[]
Future Stages for Grad Designers III,54936,6,0,1,[],[]
Introduction to Functional Analysis II,21740,12,1,0,[],[]
Engineering and Economics of Electric Energy Systems,18875,12,0,1,[],[]
Grad Technical Direction III,54933,6,1,0,[],[]
Special Topics in Systems and Controls:,18879,12,1,0,[],[]
Investigative Journalism Project,76709,5,0,1,[],[]
Professional Preparation,54445,3,1,0,[],[]
Professional Preparation,54446,3,0,1,[],[]
Figure Drawing II,54447,4,1,0,[],[]
Decision Analysis and Multicriteria Decision Making,94833,6,1,0,[],[]
Financial Computing IV,46904,6,1,1,[],[]
Costume Design for the Classics,54442,5,0,1,"[[54246], [54448]]",[]
Introduction to Biomedical Engineering,42101,12,1,1,[],[[312]]
Introduction to Psychology,85102,9,1,0,[],[]
Figure Drawing I,54448,3,0,1,[],[]
PSE Seminar,6820,1,1,1,[],[]
Smart Grids and Future Electric Energy Systems,18618,12,1,0,[],[]
Special Topic: Computational Methods for the Smart Grid,15884,12,1,0,[],[]
Computational Models of Neural Systems,15883,12,1,0,[],[]
AEC Synthesis,48766,12,0,1,[],[]
Fundamentals of Modern CMOS Devices,18610,12,0,1,[[831]],[]
Camera Lab,54717,3,1,0,[],[]
Micro and Nano Systems Fabrication,18615,12,0,1,[[831]],[]
Microelectromechanical Systems,18614,12,1,0,[],[]
Painting for the Theatrical Designer,54712,6,0,1,[],[]
Dramaturgy for Grad Playwrights,54713,3,1,0,[],[]
Navigating the Practical Realities of the Film Industry,93879,3,1,0,[],[]
Capitalism,45911,6,0,1,[],[]
Business Forecasting with Time Series Models,45912,6,0,1,[],[]
Emerging Markets,45913,6,1,0,[],[]
Special Topics in Astrophysics,33788,12,1,0,[],[]
Social Web,5320,12,1,0,[],[]
Study Abroad,38060,0,1,0,[],[]
Special Topics in Condensed Matter: Topological Phenomena,33785,12,1,0,[],[]
Current Topics In Privacy Seminar,19602,3,0,1,[],[]
Nuclear and Particle Physics II,33780,12,0,1,[],[]
MAPW Spring Internship,76701,9,0,1,[],[]
"Electrical Energy Conversion, Control and Management",18587,12,1,0,[],[]
Solid State Physics,33783,12,1,0,[[375]],[]
Dalcroze Eurhythmics Workshop,57858,3,1,1,[],[]
Dalcroze Eurhythmics Workshop,57859,3,1,1,[],[]
Architectural Lighting Design,54452,9,0,1,[],[]
Elementary Guided Teaching,57856,3,1,0,[],[]
Dalcroze Eurhythmics Workshop,57857,3,1,1,[],[]
Secondary Guided Teaching,57855,3,0,1,[],[]
Introduction to String Theory:,33652,9,0,1,[],[]
Physics Upperclass Colloquium I,33301,1,1,0,[],[]
General Relativity,33650,9,1,0,"[[33211], [33339]]",[]
Computational Modeling of Complex Socio-Technical Systems,8810,12,0,1,[],[]
Quantum Computation and Quantum Information Theory:,33658,10,0,1,[],[]
Graduate Seminar,18901,0,1,0,[],[]
Media and Public Policy Making,90778,6,1,0,[],[]
Graduate Seminar,18902,0,0,1,[],[]
Visual/Verbal Communication,76428,9,1,0,[[610]],[]
Digial Literary and Cultural Studies: Six Degrees of Francis Bacon:,76429,9,1,0,[],[]
Advanced Analog Integrated Circuits Design,18721,12,0,1,[],[]
Risk Perception and Communication,88605,12,0,1,[],[]
Study Abroad,18051,0,0,1,[],[]
Study Abroad,18050,0,1,0,[],[]
